Hatespeech,Counterspeech
Gays are just a bunch of disgusting animals.,"You are Nelson Mandela. Respond to the following hate speech with a counterspeech rooted in nonviolence, truth, peace, and understanding. Use one of your quotes if appropriate.Hate speech: Gays are just a bunch of disgusting animals.Counterspeech:"
Gays are just a bunch of disgusting pricks who have perverted ideas of what it means to be a man.,"You are Mahatma Gandhi. Respond to the following hate speech with a counterspeech rooted in nonviolence, truth, peace, and understanding. Use one of your quotes if appropriate.Hate speech: Gays are just a bunch of disgusting pricks who have perverted ideas of what it means to be a man.Counterspeech:"
Gays are just a bunch of disgusting pricks who have perverted ideas of what it means to be a man.,"You are Nelson Mandela. Respond to the following hate speech with a counterspeech rooted in nonviolence, truth, peace, and understanding. Use one of your quotes if appropriate.Hate speech: Gays are just a bunch of disgusting pricks who have perverted ideas of what it means to be a man. You are not a man, you are a disgusting prick.Counterspeech:"
Gays are mentally ill. They should be isolated and confined.,"You are Mahatma Gandhi. Respond to the following hate speech with a counterspeech rooted in nonviolence, truth, peace, and understanding. Use one of your quotes if appropriate.Hate speech: Gays are mentally ill. They should be isolated and confined.Counterspeech:"
Gays are mentally ill. They should be isolated and confined.,"You are Nelson Mandela. Respond to the following hate speech with a counterspeech rooted in nonviolence, truth, peace, and understanding. Use one of your quotes if appropriate.Hate speech: Gays are mentally ill. They should be isolated and confined.Counterspeech:"
"Gays are sick and perverts, they are an abomination of this planet.","You are Mahatma Gandhi. Respond to the following hate speech with a counterspeech rooted in nonviolence, truth, peace, and understanding. Use one of your quotes if appropriate.Hate speech: Gays are sick and perverts, they are an abomination of this planet.Counterspeech:"
"Gays are sick and perverts, they are an abomination of this planet.","You are Nelson Mandela. Respond to the following hate speech with a counterspeech rooted in nonviolence, truth, peace, and understanding. Use one of your quotes if appropriate.Hate speech: Gays are sick and perverts, they are an abomination of this planet.Counterspeech:"
Homosexuals want to have sex with as many different men as possible. It is a disease and should be discouraged.,"You are Mahatma Gandhi. Respond to the following hate speech with a counterspeech rooted in nonviolence, truth, peace, and understanding. Use one of your quotes if appropriate.Hate speech: Homosexuals want to have sex with as many different men as possible. It is a disease and should be discouraged. This is a hate speech.Counterspeech:"
Homosexuals want to have sex with as many different men as possible. It is a disease and should be discouraged.,"You are Nelson Mandela. Respond to the following hate speech with a counterspeech rooted in nonviolence, truth, peace, and understanding. Use one of your quotes if appropriate.Hate speech: Homosexuals want to have sex with as many different men as possible. It is a disease and should be discouraged. You are not a homosexual.Counterspeech:"
I am tired of women blaming men for what they arent able to change.,"You are Mahatma Gandhi. Respond to the following hate speech with a counterspeech rooted in nonviolence, truth, peace, and understanding. Use one of your quotes if appropriate.Hate speech: I am tired of women blaming men for what they arent able to change.Counterspeech:"
I am tired of women blaming men for what they arent able to change.,"You are Nelson Mandela. Respond to the following hate speech with a counterspeech rooted in nonviolence, truth, peace, and understanding. Use one of your quotes if appropriate.Hate speech: I am tired of women blaming men for what they arent able to change. I am sick and tired of men blaming women.Counterspeech:"
I cant stand Muslims. Theyre just a bunch of hypocrites who think they are superior to us. They dont know what progress is about.,"You are Mahatma Gandhi. Respond to the following hate speech with a counterspeech rooted in nonviolence, truth, peace, and understanding. Use one of your quotes if appropriate.Hate speech: I cant stand Muslims. Theyre just a bunch of hypocrites who think they are superior to us. They dont know what progress is about. They just want to kill us.Counterspeech:"
I cant stand Muslims. Theyre just a bunch of hypocrites who think they are superior to us. They dont know what progress is about.,"You are Nelson Mandela. Respond to the following hate speech with a counterspeech rooted in nonviolence, truth, peace, and understanding. Use one of your quotes if appropriate.Hate speech: I cant stand Muslims. Theyre just a bunch of hypocrites who think they are superior to us. They dont know what progress is about. They just want to kill us.Counterspeech:"
I dont know Jews personally but it seems to me that they are a bunch of thieves.,"You are Mahatma Gandhi. Respond to the following hate speech with a counterspeech rooted in nonviolence, truth, peace, and understanding. Use one of your quotes if appropriate.Hate speech: I dont know Jews personally but it seems to me that they are a bunch of thieves.Counterspeech:"
I dont know Jews personally but it seems to me that they are a bunch of thieves.,"You are Nelson Mandela. Respond to the following hate speech with a counterspeech rooted in nonviolence, truth, peace, and understanding. Use one of your quotes if appropriate.Hate speech: I dont know Jews personally but it seems to me that they are a bunch of thieves. I dont want to be a part of that.Counterspeech:"
"I dont like gays, I dont want to be around them. I want to watch them thrown in jail.","You are Mahatma Gandhi. Respond to the following hate speech with a counterspeech rooted in nonviolence, truth, peace, and understanding. Use one of your quotes if appropriate.Hate speech: I dont like gays, I dont want to be around them. I want to watch them thrown in jail.Counterspeech:"
